crioulo,phono,phono_TRSV,phono_CV
Sirvidor,siɾʋidoɾ,SVR.TV.TVR,CVC.CV.CVC
Siso,sizo,SV.SV,CV.CV
Sistê,sisteː,SVS.TV,CVC.CV
Slack,zlakk,TRV.TT,CCV.CC
slec,zlek,TRV.T,CCV.C
Slenger,zlend̠ʒeɾ,TRVR.TVR,CCVC.CVC
Sobei',sobei,SV.TVV,CV.CVV
Sobérvia,sobeːɾʋia,SV.TVR.TVV,CV.CVC.CVV
Sobrano,sobɾano,SV.TRV.RV,CV.CCV.CV
Sobredade,sobɾedade,SV.TRV.TV.TV,CV.CCV.CV.CV
soberdade,sobeɾdade,SV.TVR.TV.TV,CV.CVC.CV.CV
Sóbri,soːbɾi,SV.TRV,CV.CCV
sóber,soːbeɾ,SV.TVR,CV.CVC
Sociadade,sosiadade,SV.SVV.TV.TV,CV.CVV.CV.CV
Sociado,sosiado,SV.SVV.TV,CV.CVV.CV
Socorá,sokoɾaː,SV.TV.RV,CV.CV.CV
Socoro,sokoɾo,SV.TV.RV,CV.CV.CV
Soffrá,sofɾaː,SV.TRV,CV.CCV
Sogeito,sod̠ʒeito,SV.TVV.TV,CV.CVV.CV
Soitâ,sojtaː,SVR.TV,CVC.CV
Solemno,solemno,SV.RVRRV,CV.CVCCV
Solicitidão,solisitidaːo,SV.RV.SV.TV.TVV,CV.CV.CV.CV.CVV
Solteira,solteiɾa,SVR.TVV.RV,CVC.CVV.CV
Sombral,sombɾal,SVR.TRVR,CVC.CCVC
sombralho,sombɾaʎo,SVR.TRV.RV,CVC.CCV.CV
Sombrè,sombɾeː,SVR.TRV,CVC.CCV
sómber,soːmbeɾ,SVR.TVR,CVC.CVC
Sombreiro,sombɾeiɾo,SVR.TRVV.RV,CVC.CCVV.CV
sumberaro,sumbeɾaɾo,SVR.TV.RVRV,CVC.CV.CVCV
Sometido,sometido,SV.RV.TV.TV,CV.CV.CV.CV
Sonento,sonento,SV.RVR.TV,CV.CVC.CV
Stal,stal,TTVR,CCVC
Staps,staps,TTV.TS,CCV.CC
Su,su,SV,CV
Subê,subeː,SV.TV,CV.CV
soubê,soubeː,SVV.TV,CVV.CV
Subiá,subiaː,SV.TVV,CV.CVV
Subjecto,subd̠ʒekto,SV.TTV.TTV,CV.CCV.CCV
Subtomente,subtomente,SV.TTV.RVR.TV,CV.CCV.CVC.CV
Súcar,suːkaɾ,SV.TVR,CV.CVC
Suffri,sufɾi,SV.TRV,CV.CCV
Suffrador,sufɾadoɾ,SV.TRV.TVR,CV.CCV.CVC
Sujaza,sud̠ʒaza,SV.TV.TV,CV.CV.CV
Sujo,sud̠ʒo,SV.TV,CV.CV
Sumana,sumana,SV.RVRV,CV.CVCV
sumanè,sumaneː,SV.RVRV,CV.CVCV
Suo,suo,SVV,CVV
Superemo,supeɾemo,SV.TV.RVRV,CV.CV.CVCV
Supo,supo,SV.TV,CV.CV
Supportá,suppoɾtaː,SV.TTVR.TV,CV.CCVC.CV
supertá,supeɾtaː,SV.TVR.TV,CV.CVC.CV
Súppodo,suːppodo,SV.TTV.TV,CV.CCV.CV
súppudo,suːppudo,SV.TTV.TV,CV.CCV.CV
Suppodomente,suppodomente,SV.TTV.TV.RVR.TV,CV.CCV.CV.CVC.CV
Supporto,suppoɾto,SV.TTVR.TV,CV.CCVC.CV
Suppressá,suppɾesaː,SV.TTRVSSV,CV.CCCVCCV
Susaso,suzazo,SV.SVSV,CV.CVCV
Suscedà,sussedaː,SVSSV.TV,CVCCV.CV
susdé,suzdeː,SVS.TV,CVC.CV
susté,susteː,SVS.TV,CVC.CV
sosté,sosteː,SVS.TV,CVC.CV
Suspicio,suspisio,SVS.TV.SVV,CVC.CV.CVV
suspiçan,suspisan,SVS.TV.SVR,CVC.CV.CVC
Suspira,suspiɾa,SVS.TV.RV,CVC.CV.CV
Suvà,suʋaː,SV.TV,CV.CV
Suvida,suʋida,SV.TV.TV,CV.CV.CV
Tábè,taːbeː,TV.TV,CV.CV
Tabemaclo,tabemaklo,TV.TV.RV.TRV,CV.CV.CV.CCV
Tabo,tabo,TV.TV,CV.CV
Tac,tak,TV.T,CV.C
tak,tak,TV.T,CV.C
Talhí,taʎiː,TV.RV,CV.CV
Tandá,tandaː,TVR.TV,CVC.CV
Tanga,tanga,TVR.TV,CVC.CV
Tanjador,tand̠ʒadoɾ,TVR.TV.TVR,CVC.CV.CVC
Tánta,taːnta,TVR.TV,CVC.CV
Tantohora,tantooɾa,TVR.TVV.RV,CVC.CVV.CV
Tappál,tappaːl,TV.TTVR,CV.CCVC
Tardancè,taɾdanseː,TVR.TVR.SV,CVC.CVC.CV
Tavemo,taʋemo,TV.TV.RV,CV.CV.CV
Tax,taʃ,TV.T,CV.C
Tea,tea,TVV,CVV
Telegramo,telegɾamo,TV.RV.TRV.RV,CV.CV.CCV.CV
Telhada,teʎada,TV.RV.TV,CV.CV.CV
Tem,tem,TVR,CVC
Temaro,temaɾo,TV.RVRV,CV.CVCV
Témper,teːmpeɾ,TVR.TVR,CVC.CVC
Tempésta,tempeːsta,TVR.TVS.TV,CVC.CVC.CV
Tend,tend,TVR.T,CVC.C
Tenro,tenɾo,TVRRV,CVCCV
Tenteção,tentesaːo,TVR.TV.SVV,CVC.CV.CVV
Terano,teɾano,TV.RVRV,CV.CVCV
Terivel,teɾiʋel,TV.RV.TVR,CV.CV.CVC
Terrestrial,terestɾial,TV.RVS.TRVVR,CV.CVC.CCVVC
Tesá,tezaː,TV.SV,CV.CV
Teçan,tesan,TV.SVR,CV.CVC
Testimonio,testimonio,TVS.TV.RVRVV,CVC.CV.CVCVV
Thesóura,tezoːuɾa,TV.SVV.RV,CV.CVV.CV
thesauro,tezauɾo,TV.SVV.RV,CV.CVV.CV
Thesouria,tezouɾia,TV.SVV.RVV,CV.CVV.CVV
Ticê,tiseː,TV.SV,CV.CV
tissi,tisi,TVSSV,CVCCV
Tifin,tifin,TV.TVR,CV.CVC
Tígir,tiːd̠ʒiɾ,TV.TVR,CV.CVC
Tinhè,tiɲeː,TV.RV,CV.CV
Tirnia,tiɾnia,TVRRVV,CVCCVV
Tirrá,tiraː,TV.RV,CV.CV
Toca-boca,tokaboka,TV.TV.TV.TV,CV.CV.CV.CV
Tocando,tokando,TV.TVR.TV,CV.CVC.CV
toquando,tokuando,TV.TVVR.TV,CV.CVVC.CV
Todo,todo,TV.TV,CV.CV
Tone,tone,TV.RV,CV.CV
Topàz,topaːs,TV.TVS,CV.CVC
Tormentador,toɾmentadoɾ,TVRRVR.TV.TVR,CVCCVC.CV.CVC
Tórna,toːɾna,TVRRV,CVCCV
Tortil,toɾtil,TVR.TVR,CVC.CVC
Torno,toɾno,TVRRV,CVCCV
Tosé,tozeː,TV.SV,CV.CV
Traducê,tɾaduseː,TRV.TV.SV,CCV.CV.CV
Trahido,tɾaido,TRVV.TV,CCVV.CV
Train,tɾain,TRVVR,CCVVC
Transgressá,tɾanzgɾesaː,TRVRS.TRVSSV,CCVCC.CCVCCV
Transgressador,tɾanzgɾesadoɾ,TRVRS.TRVSSV.TVR,CCVCC.CCVCCV.CVC
Transportado,tɾanspoɾtado,TRVRS.TVR.TV.TV,CCVCC.CVC.CV.CV
Trap,tɾap,TRV.T,CCV.C
Trapá,tɾapaː,TRV.TV,CCV.CV
Travezá,tɾaʋezaː,TRV.TV.TV,CCV.CV.CV
Traz-cahido,tɾazkaido,TRV.TTVV.TV,CCV.CCVV.CV
traz-porta,tɾazpoɾta,TRV.TTVR.TV,CCV.CCVC.CV
Travelho,tɾaʋeʎo,TRV.TV.RV,CCV.CV.CV
travajo,tɾaʋad̠ʒo,TRV.TV.TV,CCV.CV.CV
travai,tɾaʋai,TRV.TVV,CCV.CVV
travia,tɾaʋia,TRV.TVV,CCV.CVV
Travalhá,tɾaʋaʎaː,TRV.TV.RV,CCV.CV.CV
travalyá,tɾaʋaljaː,TRV.TVRRV,CCV.CVCCV
travejá,tɾaʋed̠ʒaː,TRV.TV.TV,CCV.CV.CV
traveliá,tɾaʋeliaː,TRV.TV.RVV,CCV.CV.CVV
traviá,tɾaʋiaː,TRV.TVV,CCV.CVV
Trazeiro,tɾazeiɾo,TRV.TVV.RV,CCV.CVV.CV
Treato,tɾeato,TRVV.TV,CCVV.CV
Treção,tɾesaːo,TRV.SVV,CCV.CVV
tresão,tɾezaːo,TRV.SVV,CCV.CVV
tresan,tɾezan,TRV.SVR,CCV.CVC
Trediça,tɾedisa,TRV.TV.SV,CCV.CV.CV
traidice,tɾaidise,TRVV.TV.SV,CCVV.CV.CV
Treidor,tɾeidoɾ,TRVV.TVR,CCVV.CVC
tredor,tɾedoɾ,TRV.TVR,CCV.CVC
Trémè,tɾeːmeː,TRV.RV,CCV.CV
Tremedura,tɾemeduɾa,TRV.RV.TV.RV,CCV.CV.CV.CV
Trevessá,tɾeʋesaː,TRV.TVSSV,CCV.CVCCV
Trevessado,tɾeʋesado,TRV.TVSSV.TV,CCV.CVCCV.CV
trevesado,tɾeʋezado,TRV.TV.SV.TV,CCV.CV.CV.CV
arrevezado,areʋezado,V.RV.TV.TV.TV,V.CV.CV.CV.CV
Travesso,tɾaʋeso,TRV.TVSSV,CCV.CVCCV
treveço,tɾeʋeso,TRV.TV.SV,CCV.CV.CV
Trezeiro,tɾezeiɾo,TRV.TVV.RV,CCV.CVV.CV
trezéro,tɾezeːɾo,TRV.TV.RV,CCV.CV.CV
Trezeiromente,tɾezeiɾomente,TRV.TVV.RVRVR.TV,CCV.CVV.CVCVC.CV
Tribulá,tɾibulaː,TRV.TV.RV,CCV.CV.CV
Trimi,tɾimi,TRV.RV,CCV.CV
Trinidade,tɾinidade,TRV.RV.TV.TV,CCV.CV.CV.CV
Trintè,tɾinteː,TRVR.TV,CCVC.CV
Triómpha,tɾioːmfa,TRVVR.TV,CCVVC.CV
Triompliá,tɾiompliaː,TRVVR.TRVV,CCVVC.CCVV
Triompliante,tɾiompliante,TRVVR.TRVVR.TV,CCVVC.CCVVC.CV
Tristézè,tɾisteːzeː,TRVS.TV.TV,CCVC.CV.CV
Trizê,tɾizeː,TRV.TV,CCV.CV
trizá,tɾizaː,TRV.TV,CCV.CV
treizê,tɾeizeː,TRVV.TV,CCVV.CV
Troada,tɾoada,TRVV.TV,CCVV.CV
truada,tɾuada,TRVV.TV,CCVV.CV
trovada,tɾoʋada,TRV.TV.TV,CCV.CV.CV
trovado,tɾoʋado,TRV.TV.TV,CCV.CV.CV
truvado,tɾuʋado,TRV.TV.TV,CCV.CV.CV
Trova,tɾoʋa,TRV.TV,CCV.CV
truvá,tɾuʋaː,TRV.TV,CCV.CV
Trobellado,tɾobelado,TRV.TVRRV.TV,CCV.CVCCV.CV
Trocamento,tɾokamento,TRV.TV.RVR.TV,CCV.CV.CVC.CV
Trocido,tɾosido,TRV.SV.TV,CCV.CV.CV
Trombeto,tɾombeto,TRVR.TV.TV,CCVC.CV.CV
trumbetè,tɾumbeteː,TRVR.TV.TV,CCVC.CV.CV
Tromenta,tɾomenta,TRV.RVR.TV,CCV.CVC.CV
troméntè,tɾomeːnteː,TRV.RVR.TV,CCV.CVC.CV
tromento,tɾomento,TRV.RVR.TV,CCV.CVC.CV
Tropeço,tɾopeso,TRV.TV.SV,CCV.CV.CV
troupeço,tɾoupeso,TRVV.TV.SV,CCVV.CV.CV
Tropeça,tɾopesa,TRV.TV.SV,CCV.CV.CV
troupeçà,tɾoupesaː,TRVV.TV.SV,CCVV.CV.CV
Troubalá,tɾoubalaː,TRVV.TV.RV,CCVV.CV.CV
troubelà,tɾoubelaː,TRVV.TV.RV,CCVV.CV.CV
troubalha,tɾoubaʎa,TRVV.TV.RV,CCVV.CV.CV
troublà,tɾoublaː,TRVV.TRV,CCVV.CCV
trublá,tɾublaː,TRV.TRV,CCV.CCV
Trobellado,tɾobelado,TRV.TVRRV.TV,CCV.CVCCV.CV
Troublação,tɾoublasaːo,TRVV.TRV.SVV,CCVV.CCV.CVV
trublação,tɾublasaːo,TRV.TRV.SVV,CCV.CCV.CVV
trubelasan,tɾubelazan,TRV.TV.RV.SVR,CCV.CV.CV.CVC
trobalhasan,tɾobaʎazan,TRV.TV.RV.SVR,CCV.CV.CV.CVC
Trouble,tɾouble,TRVV.TRV,CCVV.CCV
Traçador,tɾasadoɾ,TRV.SV.TVR,CCV.CV.CVC
Trucé,tɾuseː,TRV.SV,CCV.CV
trussé,tɾuseː,TRVSSV,CCVCCV
Trusamento,tɾuzamento,TRV.SV.RVR.TV,CCV.CV.CVC.CV
Tudos,tudos,TV.TVS,CV.CVC
Tuli,tuli,TV.RV,CV.CV
Tuo,tuo,TVV,CVV
Tutana,tutana,TV.TV.RV,CV.CV.CV
Umi,umi,V.RV,V.CV
Ungiá,und̠ʒiaː,VR.TVV,VC.CVV
Urvis,uɾʋis,VR.TVS,VC.CVC
Usancia,uzansia,V.SVR.SVV,V.CVC.CVV
usancè,uzanseː,V.SVR.SV,V.CVC.CV
Uscuro,uskuɾo,VS.TV.RV,VC.CV.CV
Uço,uso,V.SV,V.CV
Vaca,ʋaka,TV.TV,CV.CV
Vacudade,ʋakudade,TV.TV.TV.TV,CV.CV.CV.CV
Vadade,ʋadade,TV.TV.TV,CV.CV.CV
Vagára,ʋagaːɾa,TV.TV.RV,CV.CV.CV
Vai,ʋai,TVV,CVV
Valante,ʋalante,TV.RVR.TV,CV.CVC.CV
Valiá,ʋaliaː,TV.RVV,CV.CVV
Vanda,ʋanda,TVR.TV,CVC.CV
Vande,ʋande,TVR.TV,CVC.CV
Vand'lar-vida,ʋandlaɾʋida,TVR.TRVR.TV.TV,CVC.CCVC.CV.CV
Vanz,ʋans,TVRS,CVCC
Vaquinha,ʋakiɲa,TV.TV.RV,CV.CV.CV
vaccinha,ʋasiɲa,TV.SV.RV,CV.CV.CV
Varioso,ʋaɾiozo,TV.RVV.SV,CV.CVV.CV
Varzè,ʋaɾzeː,TVR.TV,CVC.CV
vàrzi,ʋaːɾzi,TVR.TV,CVC.CV
Varzeiro,ʋaɾzeiɾo,TVR.TVV.RV,CVC.CVV.CV
vaijeiro,ʋaid̠ʒeiɾo,TVV.TVV.RV,CVV.CVV.CV
Vatti,ʋatːi,TV.TTV,CV.CCV
Ven,ʋen,TVR,CVC
Vença,ʋensa,TVR.SV,CVC.CV
vencà,ʋenkaː,TVR.TV,CVC.CV
Vencador,ʋenkadoɾ,TVR.TV.TVR,CVC.CV.CVC
Vein,ʋein,TVVR,CVVC
Venettè,ʋenetːeː,TV.RV.TTV,CV.CV.CCV
vanetta,ʋanetːa,TV.RV.TTV,CV.CV.CCV
vanettè,ʋanetːeː,TV.RV.TTV,CV.CV.CCV
Vénkel,ʋeːnkel,TVR.TVR,CVC.CVC
vénkal,ʋeːnkal,TVR.TVR,CVC.CVC
Ventra,ʋentɾa,TVR.TRV,CVC.CCV
vénter,ʋeːnteɾ,TVR.TVR,CVC.CVC
Verdedeiro,ʋeɾdedeiɾo,TVR.TV.TVV.RV,CVC.CV.CVV.CV
Verdeiromente,ʋeɾdeiɾomente,TVR.TVV.RVRVR.TV,CVC.CVV.CVCVC.CV
Verdente,ʋeɾdente,TVR.TVR.TV,CVC.CVC.CV
Vergonhadomente,ʋeɾgoɲadomente,TVR.TV.RV.TV.RVR.TV,CVC.CV.CV.CV.CVC.CV
Vésper,ʋeːspeɾ,TVS.TVR,CVC.CVC
Vestimento,ʋestimento,TVS.TV.RVR.TV,CVC.CV.CVC.CV
Veyo,ʋejo,TV.RV,CV.CV
Viagè,ʋiad̠ʒeː,TVV.TV,CVV.CV
viajo,ʋiad̠ʒo,TVV.TV,CVV.CV
Veagéro,ʋead̠ʒeːɾo,TVV.TV.RV,CVV.CV.CV
Vichelei,ʋit̠ʃelei,TV.TV.RVV,CV.CV.CVV
Vida,ʋida,TV.TV,CV.CV
vidè,ʋideː,TV.TV,CV.CV
Vidèaquél,ʋideːakeːl,TV.TVV.TVR,CV.CVV.CVC
Vidèque,ʋideːke,TV.TV.TV,CV.CV.CV
vidèquél,ʋideːkeːl,TV.TV.TVR,CV.CV.CVC
Vido,ʋido,TV.TV,CV.CV
Vido,ʋido,TV.TV,CV.CV
Vidor,ʋidoɾ,TV.TVR,CV.CVC
Vigári,ʋigaːɾi,TV.TV.RV,CV.CV.CV
Vigil,ʋid̠ʒil,TV.TVR,CV.CVC
Vin',ʋin,TVR,CVC
Vindo,ʋindo,TVR.TV,CVC.CV
Vingá,ʋingaː,TVR.TV,CVC.CV
Vintôrè,ʋintoːɾeː,TVR.TV.RV,CVC.CV.CV
Vinteroso,ʋinteɾozo,TVR.TV.RV.SV,CVC.CV.CV.CV
vintroso,ʋintɾozo,TVR.TRV.SV,CVC.CCV.CV
Vio,ʋio,TVV,CVV
Virado,ʋiɾado,TV.RV.TV,CV.CV.CV
Viradomente,ʋiɾadomente,TV.RV.TV.RVR.TV,CV.CV.CV.CVC.CV
Virgem-ventre,ʋiɾd̠ʒemʋentɾe,TVR.TVR.TVR.TRV,CVC.CVC.CVC.CCV
Virrá,ʋiraː,TV.RV,CV.CV
Vistè,ʋisteː,TVS.TV,CVC.CV
Vistê,ʋisteː,TVS.TV,CVC.CV
vistá,ʋistaː,TVS.TV,CVC.CV
Vistementé,ʋistementeː,TVS.TV.RVR.TV,CVC.CV.CVC.CV
vistemento,ʋistemento,TVS.TV.RVR.TV,CVC.CV.CVC.CV
vistido,ʋistido,TVS.TV.TV,CVC.CV.CV
Vivenda,ʋiʋenda,TV.TVR.TV,CV.CVC.CV
Vizia,ʋizia,TV.TVV,CV.CVV
Viziá,ʋiziaː,TV.TVV,CV.CVV
Viziador,ʋiziadoɾ,TV.TVV.TVR,CV.CVV.CVC
Viziação,ʋiziasaːo,TV.TVV.SVV,CV.CVV.CVV
Voltiá,ʋoltiaː,TVR.TVV,CVC.CVV
Vossas,ʋosas,TVSSVS,CVCCVC
Vossè,ʋoseː,TVSSV,CVCCV
Vossotros,ʋosotɾos,TVSSV.TRVS,CVCCV.CCVC
Waggon,ʋagon,TV.TVR,CV.CVC
Waiscoat,ʋaiskoat,TVVS.TVV.T,CVVC.CVV.C
Wine,ʋine,TV.RV,CV.CV
Zumbá,zumbaː,TVR.TV,CVC.CV
Zomberías,zombeɾiːas,TVR.TV.RVVS,CVC.CV.CVVC
zombrias,zombɾias,TVR.TRVVS,CVC.CCVVC
zombàrios,zombaːɾios,TVR.TV.RVVS,CVC.CV.CVVC
